[Mon Apr 11 09:20:15.826728 2016] [:error] [pid 6016:tid 1664] [client 127.0.0.1:55450] PHP Notice:  Undefined index: user in D:\\Projects\\Work\\myfirstproject\\init.php on line 27
[Thu Apr 14 11:33:57.186212 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:49824] PHP Fatal error:  Cannot redeclare getUserRows() (previously declared in D:\\Projects\\Work\\myfirstproject\\admin.php:13) in D:\\Projects\\Work\\myfirstproject\\init.php on line 139, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 11:36:04.632502 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:49837] PHP Parse error:  syntax error, unexpected '}' in D:\\Projects\\Work\\myfirstproject\\admin.php on line 68, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 11:39:23.347848 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:49951] PHP Parse error:  syntax error, unexpected 'is_active' (T_STRING), expecting ',' or ';' in D:\\Projects\\Work\\myfirstproject\\admin.php on line 76, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 12:08:16.269471 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:50295] PHP Fatal error:  Cannot redeclare getUserNotes() (previously declared in D:\\Projects\\Work\\myfirstproject\\admin.php:20) in D:\\Projects\\Work\\myfirstproject\\init.php on line 164, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 12:15:29.038834 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:50350] PHP Fatal error:  Call to undefined function getUserNotes() in D:\\Projects\\Work\\myfirstproject\\admin.php on line 45, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 12:15:52.620001 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:50360] PHP Warning:  mysqli_num_rows() expects parameter 1 to be mysqli_result, boolean given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 24, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 12:15:52.621001 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:50360] PHP Notice:  Undefined variable: userRows in D:\\Projects\\Work\\myfirstproject\\admin.php on line 46, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 12:16:17.921136 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:50369] PHP Warning:  mysqli_num_rows() expects parameter 1 to be mysqli_result, boolean given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 24, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 12:16:17.921136 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:50369] PHP Notice:  Undefined variable: userRows in D:\\Projects\\Work\\myfirstproject\\admin.php on line 46, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 12:16:26.861239 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:50376] PHP Warning:  mysqli_num_rows() expects parameter 1 to be mysqli_result, boolean given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 24, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 12:16:26.862239 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:50376] PHP Notice:  Undefined variable: userRows in D:\\Projects\\Work\\myfirstproject\\admin.php on line 46, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 12:16:52.888364 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:50385] PHP Warning:  mysqli_num_rows() expects exactly 1 parameter, 2 given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 24, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 12:16:52.888364 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:50385] PHP Notice:  Undefined variable: userRows in D:\\Projects\\Work\\myfirstproject\\admin.php on line 46, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 12:17:06.435519 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:50394] PHP Warning:  mysqli_num_rows() expects parameter 1 to be mysqli_result, boolean given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 24, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 12:17:06.436519 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:50394] PHP Notice:  Undefined variable: userRows in D:\\Projects\\Work\\myfirstproject\\admin.php on line 46, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 12:18:21.136744 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:50406] PHP Warning:  mysqli_num_rows() expects parameter 1 to be mysqli_result, boolean given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 24, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 12:22:32.378422 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:50484] PHP Warning:  mysqli_num_rows() expects parameter 1 to be mysqli_result, boolean given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 24, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 13:01:58.005577 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51016] PHP Warning:  mysqli_query() expects at least 2 parameters, 1 given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 23, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 13:01:58.006577 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51016] PHP Warning:  mysqli_num_rows() expects parameter 1 to be mysqli_result, null given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 24, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 13:02:18.443716 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51026] PHP Warning:  mysqli_query() expects parameter 1 to be mysqli, string given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 23, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 13:02:18.444716 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51026] PHP Warning:  mysqli_num_rows() expects parameter 1 to be mysqli_result, null given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 24, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 13:02:37.708824 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:51035] PHP Parse error:  syntax error, unexpected 'id' (T_STRING) in D:\\Projects\\Work\\myfirstproject\\admin.php on line 22, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 13:02:59.427944 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:51038] PHP Warning:  mysqli_query() expects parameter 1 to be mysqli, string given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 23, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 13:02:59.427944 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:51038] PHP Warning:  mysqli_num_rows() expects parameter 1 to be mysqli_result, null given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 24, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 13:03:31.424098 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51048] PHP Warning:  mysqli_num_rows() expects parameter 1 to be mysqli_result, boolean given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 24, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 13:11:58.183982 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51133] PHP Warning:  Missing argument 1 for getUserAccount(), called in D:\\Projects\\Work\\myfirstproject\\admin.php on line 45 and defined in D:\\Projects\\Work\\myfirstproject\\admin.php on line 15, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 13:11:58.187983 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51133] PHP Warning:  mysqli_num_rows() expects parameter 1 to be mysqli_result, boolean given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 24, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 13:12:13.212117 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:51137] PHP Warning:  mysqli_num_rows() expects parameter 1 to be mysqli_result, boolean given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 24, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 13:12:28.942244 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51154] PHP Warning:  mysqli_query() expects parameter 1 to be mysqli, string given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 23, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 13:12:28.942244 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51154] PHP Warning:  mysqli_num_rows() expects parameter 1 to be mysqli_result, null given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 24, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 13:14:05.834625 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:51167] PHP Warning:  mysqli_num_rows() expects parameter 1 to be mysqli_result, boolean given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 24, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 13:14:18.957733 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:51175] PHP Warning:  mysqli_num_rows() expects parameter 1 to be mysqli_result, boolean given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 24, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 13:14:20.551770 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:51175] PHP Warning:  mysqli_num_rows() expects parameter 1 to be mysqli_result, boolean given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 24, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 13:14:31.884887 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:51186] PHP Warning:  mysqli_num_rows() expects parameter 1 to be mysqli_result, boolean given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 24, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 13:14:33.037924 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:51186] PHP Warning:  mysqli_num_rows() expects parameter 1 to be mysqli_result, boolean given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 24, referer: http://local.myfirstproject.ro/login.php
[Thu Apr 14 13:14:34.323960 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:51186] PHP Warning:  mysqli_num_rows() expects parameter 1 to be mysqli_result, boolean given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 24
[Thu Apr 14 13:14:51.865073 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:51202] PHP Warning:  mysqli_num_rows() expects parameter 1 to be mysqli_result, boolean given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 25
[Thu Apr 14 13:14:53.056118 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:51202] PHP Warning:  mysqli_num_rows() expects parameter 1 to be mysqli_result, boolean given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 25
[Thu Apr 14 13:14:54.387157 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51212] PHP Warning:  mysqli_num_rows() expects parameter 1 to be mysqli_result, boolean given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 25
[Thu Apr 14 13:25:09.643899 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51378] PHP Fatal error:  Cannot redeclare isLoggedIn() (previously declared in D:\\Projects\\Work\\myfirstproject\\init.php:8) in D:\\Projects\\Work\\myfirstproject\\init.php on line 9
[Thu Apr 14 13:25:21.067023 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51388] PHP Fatal error:  Cannot redeclare isLoggedIn() (previously declared in D:\\Projects\\Work\\myfirstproject\\init.php:8) in D:\\Projects\\Work\\myfirstproject\\init.php on line 9
[Thu Apr 14 13:26:02.818238 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:51401] PHP Warning:  mysqli_num_rows() expects parameter 1 to be mysqli_result, boolean given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 25
[Thu Apr 14 13:27:59.673725 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51423] PHP Warning:  Missing argument 1 for getUserAccount(), called in D:\\Projects\\Work\\myfirstproject\\admin.php on line 47 and defined in D:\\Projects\\Work\\myfirstproject\\admin.php on line 15
[Thu Apr 14 13:27:59.686725 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51423] PHP Warning:  mysqli_num_rows() expects parameter 1 to be mysqli_result, boolean given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 26
[Thu Apr 14 13:28:11.662860 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:51440] PHP Warning:  Missing argument 1 for getUserAccount(), called in D:\\Projects\\Work\\myfirstproject\\admin.php on line 46 and defined in D:\\Projects\\Work\\myfirstproject\\admin.php on line 15
[Thu Apr 14 13:28:11.662860 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:51440] PHP Notice:  Undefined variable: dbconn in D:\\Projects\\Work\\myfirstproject\\admin.php on line 23
[Thu Apr 14 13:28:11.662860 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:51440] PHP Warning:  mysqli_query() expects parameter 1 to be mysqli, null given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 23
[Thu Apr 14 13:28:11.663860 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:51440] PHP Warning:  mysqli_num_rows() expects parameter 1 to be mysqli_result, null given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 25
[Thu Apr 14 13:28:33.203984 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51448] PHP Warning:  mysqli_num_rows() expects parameter 1 to be mysqli_result, boolean given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 25
[Thu Apr 14 13:29:57.221192 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51473] PHP Warning:  mysqli_num_rows() expects parameter 1 to be mysqli_result, boolean given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 25
[Thu Apr 14 13:29:58.645222 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:51479] PHP Warning:  mysqli_num_rows() expects parameter 1 to be mysqli_result, boolean given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 25
[Thu Apr 14 13:30:00.244256 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51473] PHP Warning:  mysqli_num_rows() expects parameter 1 to be mysqli_result, boolean given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 25
[Thu Apr 14 13:30:21.809419 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51490] PHP Warning:  mysqli_num_rows() expects parameter 1 to be mysqli_result, boolean given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 26
[Thu Apr 14 13:30:30.758528 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51497] PHP Fatal error:  Call to undefined function getUserNotes() in D:\\Projects\\Work\\myfirstproject\\admin.php on line 50
[Thu Apr 14 13:30:47.587655 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51506] PHP Warning:  Missing argument 1 for getUserAccount(), called in D:\\Projects\\Work\\myfirstproject\\admin.php on line 50 and defined in D:\\Projects\\Work\\myfirstproject\\admin.php on line 15
[Thu Apr 14 13:30:47.587655 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51506] PHP Notice:  Undefined variable: dbconn in D:\\Projects\\Work\\myfirstproject\\admin.php on line 23
[Thu Apr 14 13:30:47.587655 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51506] PHP Warning:  mysqli_query() expects parameter 1 to be mysqli, null given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 23
[Thu Apr 14 13:30:47.587655 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51506] PHP Notice:  Undefined variable: dbconn in D:\\Projects\\Work\\myfirstproject\\admin.php on line 24
[Thu Apr 14 13:30:47.587655 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51506] PHP Warning:  mysqli_error() expects parameter 1 to be mysqli, null given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 24
[Thu Apr 14 13:30:47.587655 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51506] PHP Warning:  mysqli_num_rows() expects parameter 1 to be mysqli_result, null given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 26
[Thu Apr 14 13:30:47.587655 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51506] PHP Warning:  Missing argument 1 for getUserAccount(), called in D:\\Projects\\Work\\myfirstproject\\admin.php on line 50 and defined in D:\\Projects\\Work\\myfirstproject\\admin.php on line 15
[Thu Apr 14 13:30:47.587655 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51506] PHP Notice:  Undefined variable: dbconn in D:\\Projects\\Work\\myfirstproject\\admin.php on line 23
[Thu Apr 14 13:30:47.587655 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51506] PHP Warning:  mysqli_query() expects parameter 1 to be mysqli, null given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 23
[Thu Apr 14 13:30:47.587655 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51506] PHP Notice:  Undefined variable: dbconn in D:\\Projects\\Work\\myfirstproject\\admin.php on line 24
[Thu Apr 14 13:30:47.597655 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51506] PHP Warning:  mysqli_error() expects parameter 1 to be mysqli, null given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 24
[Thu Apr 14 13:30:47.597655 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51506] PHP Warning:  mysqli_num_rows() expects parameter 1 to be mysqli_result, null given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 26
[Thu Apr 14 13:30:47.597655 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51506] PHP Warning:  Missing argument 1 for getUserAccount(), called in D:\\Projects\\Work\\myfirstproject\\admin.php on line 50 and defined in D:\\Projects\\Work\\myfirstproject\\admin.php on line 15
[Thu Apr 14 13:30:47.597655 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51506] PHP Notice:  Undefined variable: dbconn in D:\\Projects\\Work\\myfirstproject\\admin.php on line 23
[Thu Apr 14 13:30:47.597655 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51506] PHP Warning:  mysqli_query() expects parameter 1 to be mysqli, null given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 23
[Thu Apr 14 13:30:47.597655 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51506] PHP Notice:  Undefined variable: dbconn in D:\\Projects\\Work\\myfirstproject\\admin.php on line 24
[Thu Apr 14 13:30:47.597655 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51506] PHP Warning:  mysqli_error() expects parameter 1 to be mysqli, null given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 24
[Thu Apr 14 13:30:47.597655 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51506] PHP Warning:  mysqli_num_rows() expects parameter 1 to be mysqli_result, null given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 26
[Thu Apr 14 13:30:47.597655 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51506] PHP Warning:  Missing argument 1 for getUserAccount(), called in D:\\Projects\\Work\\myfirstproject\\admin.php on line 50 and defined in D:\\Projects\\Work\\myfirstproject\\admin.php on line 15
[Thu Apr 14 13:30:47.597655 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51506] PHP Notice:  Undefined variable: dbconn in D:\\Projects\\Work\\myfirstproject\\admin.php on line 23
[Thu Apr 14 13:30:47.597655 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51506] PHP Warning:  mysqli_query() expects parameter 1 to be mysqli, null given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 23
[Thu Apr 14 13:30:47.598656 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51506] PHP Notice:  Undefined variable: dbconn in D:\\Projects\\Work\\myfirstproject\\admin.php on line 24
[Thu Apr 14 13:30:47.598656 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51506] PHP Warning:  mysqli_error() expects parameter 1 to be mysqli, null given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 24
[Thu Apr 14 13:30:47.598656 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51506] PHP Warning:  mysqli_num_rows() expects parameter 1 to be mysqli_result, null given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 26
[Thu Apr 14 13:30:47.598656 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51506] PHP Warning:  Missing argument 1 for getUserAccount(), called in D:\\Projects\\Work\\myfirstproject\\admin.php on line 50 and defined in D:\\Projects\\Work\\myfirstproject\\admin.php on line 15
[Thu Apr 14 13:30:47.598656 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51506] PHP Notice:  Undefined variable: dbconn in D:\\Projects\\Work\\myfirstproject\\admin.php on line 23
[Thu Apr 14 13:30:47.598656 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51506] PHP Warning:  mysqli_query() expects parameter 1 to be mysqli, null given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 23
[Thu Apr 14 13:30:47.598656 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51506] PHP Notice:  Undefined variable: dbconn in D:\\Projects\\Work\\myfirstproject\\admin.php on line 24
[Thu Apr 14 13:30:47.598656 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51506] PHP Warning:  mysqli_error() expects parameter 1 to be mysqli, null given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 24
[Thu Apr 14 13:30:47.598656 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51506] PHP Warning:  mysqli_num_rows() expects parameter 1 to be mysqli_result, null given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 26
[Thu Apr 14 13:30:47.598656 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51506] PHP Warning:  Missing argument 1 for getUserAccount(), called in D:\\Projects\\Work\\myfirstproject\\admin.php on line 50 and defined in D:\\Projects\\Work\\myfirstproject\\admin.php on line 15
[Thu Apr 14 13:30:47.599656 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51506] PHP Notice:  Undefined variable: dbconn in D:\\Projects\\Work\\myfirstproject\\admin.php on line 23
[Thu Apr 14 13:30:47.599656 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51506] PHP Warning:  mysqli_query() expects parameter 1 to be mysqli, null given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 23
[Thu Apr 14 13:30:47.599656 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51506] PHP Notice:  Undefined variable: dbconn in D:\\Projects\\Work\\myfirstproject\\admin.php on line 24
[Thu Apr 14 13:30:47.599656 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51506] PHP Warning:  mysqli_error() expects parameter 1 to be mysqli, null given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 24
[Thu Apr 14 13:30:47.599656 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51506] PHP Warning:  mysqli_num_rows() expects parameter 1 to be mysqli_result, null given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 26
[Thu Apr 14 13:30:47.599656 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51506] PHP Warning:  Missing argument 1 for getUserAccount(), called in D:\\Projects\\Work\\myfirstproject\\admin.php on line 50 and defined in D:\\Projects\\Work\\myfirstproject\\admin.php on line 15
[Thu Apr 14 13:30:47.599656 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51506] PHP Notice:  Undefined variable: dbconn in D:\\Projects\\Work\\myfirstproject\\admin.php on line 23
[Thu Apr 14 13:30:47.599656 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51506] PHP Warning:  mysqli_query() expects parameter 1 to be mysqli, null given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 23
[Thu Apr 14 13:30:47.599656 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51506] PHP Notice:  Undefined variable: dbconn in D:\\Projects\\Work\\myfirstproject\\admin.php on line 24
[Thu Apr 14 13:30:47.599656 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51506] PHP Warning:  mysqli_error() expects parameter 1 to be mysqli, null given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 24
[Thu Apr 14 13:30:47.600656 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:51506] PHP Warning:  mysqli_num_rows() expects parameter 1 to be mysqli_result, null given in D:\\Projects\\Work\\myfirstproject\\admin.php on line 26
[Thu Apr 14 13:40:39.357215 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:51655] PHP Parse error:  syntax error, unexpected end of file in D:\\Projects\\Work\\myfirstproject\\admin.php on line 84
[Thu Apr 14 13:40:56.216307 2016] [:error] [pid 1620:tid 1632] [client 127.0.0.1:51657] PHP Parse error:  syntax error, unexpected end of file in D:\\Projects\\Work\\myfirstproject\\admin.php on line 84
[Thu Apr 14 14:08:58.218857 2016] [:error] [pid 1620:tid 1652] [client 127.0.0.1:52289] PHP Parse error:  syntax error, unexpected '$' in D:\\Projects\\Work\\myfirstproject\\admin.php on line 73
[Thu Apr 14 16:13:23.049912 2016] [:error] [pid 1620:tid 1656] [client 127.0.0.1:55037] PHP Parse error:  syntax error, unexpected '}' in D:\\Projects\\Work\\myfirstproject\\init.php on line 142
[Thu Apr 14 16:37:37.610818 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:55356] PHP Parse error:  syntax error, unexpected '' (T_ENCAPSED_AND_WHITESPACE), expecting identifier (T_STRING) or variable (T_VARIABLE) or number (T_NUM_STRING) in D:\\Projects\\Work\\myfirstproject\\init.php on line 142
[Thu Apr 14 16:37:48.061000 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:55358] PHP Parse error:  syntax error, unexpected '' (T_ENCAPSED_AND_WHITESPACE), expecting identifier (T_STRING) or variable (T_VARIABLE) or number (T_NUM_STRING) in D:\\Projects\\Work\\myfirstproject\\init.php on line 142
[Thu Apr 14 16:43:50.713338 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:55495] PHP Notice:  Use of undefined constant updateAdminTableRow - assumed 'updateAdminTableRow' in D:\\Projects\\Work\\myfirstproject\\admin.php on line 14, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 16:45:26.797641 2016] [:error] [pid 4180:tid 1668] [client 127.0.0.1:55539] PHP Notice:  Use of undefined constant updateAdminTableRow - assumed 'updateAdminTableRow' in D:\\Projects\\Work\\myfirstproject\\admin.php on line 14, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 16:45:47.131831 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:55552] PHP Warning:  Missing argument 1 for updateAdminTableRow(), called in D:\\Projects\\Work\\myfirstproject\\admin.php on line 14 and defined in D:\\Projects\\Work\\myfirstproject\\init.php on line 140, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 16:45:47.131831 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:55552] PHP Warning:  Missing argument 2 for updateAdminTableRow(), called in D:\\Projects\\Work\\myfirstproject\\admin.php on line 14 and defined in D:\\Projects\\Work\\myfirstproject\\init.php on line 140, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 16:45:47.131831 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:55552] PHP Warning:  Missing argument 3 for updateAdminTableRow(), called in D:\\Projects\\Work\\myfirstproject\\admin.php on line 14 and defined in D:\\Projects\\Work\\myfirstproject\\init.php on line 140, referer: http://local.myfirstproject.ro/admin.php
